"Shift ID","Shift created on","Shift confirmed by worker at",start_time,end_time,updated_at,business_id,"Worker ID","Worker Onboarded on","Worker Date of Birth",shift_created_updated_time,shift_confirmed_updated_time,start_updated_time,end_updated_time
4370,2021-02-24T21:00:11.770691,,2021-02-26T00:24:37,2021-02-26T08:32:27,2021-02-26T08:32:27.909363,47,506,2021-02-05T11:19:09.85914,,"2021-02-25 02:30:11.770691",NULL,"2021-02-26 05:54:37","2021-02-26 14:02:27"
4371,2021-02-26T00:24:45.445545,2021-02-26T00:24:45,2021-02-26T00:24:45,2021-02-26T08:47:38,2021-02-26T08:47:38.038799,46,584,2021-02-09T11:08:44.691731,,"2021-02-26 05:54:45.445545","2021-02-26 05:54:45","2021-02-26 05:54:45","2021-02-26 14:17:38"
4372,2021-02-24T21:00:11.735218,2021-02-25T00:24:47,2021-02-26T00:25:25,2021-02-26T08:30:46,2021-02-26T08:30:46.581046,47,494,2021-02-05T11:06:52.492231,,"2021-02-25 02:30:11.735218","2021-02-25 05:54:47","2021-02-26 05:55:25","2021-02-26 14:00:46"
4373,2021-02-24T21:00:12.57357,,2021-02-26T00:25:43,2021-02-26T12:30:50,2021-02-26T12:30:50.642227,47,513,2021-02-05T11:23:32.045331,,"2021-02-25 02:30:12.573570",NULL,"2021-02-26 05:55:43","2021-02-26 18:00:50"
4374,2021-02-26T00:26:25.711124,2021-02-26T00:26:25,2021-02-26T00:26:25,2021-02-26T12:34:47,2021-02-26T12:34:47.259594,47,475,2021-02-05T10:49:11.999279,,"2021-02-26 05:56:25.711124","2021-02-26 05:56:25","2021-02-26 05:56:25","2021-02-26 18:04:47"
4375,2021-02-24T21:00:07.518646,2021-02-26T00:27:29,2021-02-26T00:27:37,2021-02-26T08:47:25,2021-02-26T08:47:25.308997,46,361,2021-02-01T08:52:35.095827,,"2021-02-25 02:30:07.518646","2021-02-26 05:57:29","2021-02-26 05:57:37","2021-02-26 14:17:25"
4376,2021-02-26T00:27:54.870078,2021-02-26T00:27:54,2021-02-26T00:27:54,2021-02-26T08:33:37,2021-02-26T08:33:37.48402,47,466,2021-02-05T10:34:23.054065,,"2021-02-26 05:57:54.870078","2021-02-26 05:57:54","2021-02-26 05:57:54","2021-02-26 14:03:37"
4377,2021-02-24T21:00:08.016003,2021-02-26T00:28:14,2021-02-26T00:28:22,2021-02-26T08:46:31,2021-02-26T08:46:31.181398,46,435,2021-02-05T00:45:23.977189,,"2021-02-25 02:30:08.016003","2021-02-26 05:58:14","2021-02-26 05:58:22","2021-02-26 14:16:31"
4378,2021-02-24T21:00:11.883286,,2021-02-26T00:28:24,2021-02-26T08:27:55,2021-02-26T08:27:55.268134,47,529,2021-02-05T11:36:02.670524,,"2021-02-25 02:30:11.883286",NULL,"2021-02-26 05:58:24","2021-02-26 13:57:55"
4379,2021-02-24T21:00:07.684862,,2021-02-26T00:28:30,2021-02-26T08:45:24,2021-02-26T08:45:24.700691,46,369,2021-02-01T08:59:09.588772,,"2021-02-25 02:30:07.684862",NULL,"2021-02-26 05:58:30","2021-02-26 14:15:24"
4380,2021-02-24T21:00:07.662068,2021-02-26T00:29:39,2021-02-26T00:29:51,2021-02-26T08:44:29,2021-02-26T08:44:29.491081,46,368,2021-02-01T08:58:29.520479,,"2021-02-25 02:30:07.662068","2021-02-26 05:59:39","2021-02-26 05:59:51","2021-02-26 14:14:29"
4381,2021-02-24T21:00:11.70052,,2021-02-26T00:29:56,2021-02-26T08:35:27,2021-02-26T08:35:27.578205,47,478,2021-02-05T10:51:54.817135,,"2021-02-25 02:30:11.700520",NULL,"2021-02-26 05:59:56","2021-02-26 14:05:27"
4382,2021-02-24T21:00:11.826248,,2021-02-26T00:30:01,2021-02-26T08:32:20,2021-02-26T08:32:20.580966,47,517,2021-02-05T11:25:52.658352,,"2021-02-25 02:30:11.826248",NULL,"2021-02-26 06:00:01","2021-02-26 14:02:20"
4383,2021-02-24T21:00:12.501057,,2021-02-26T00:30:07,2021-02-26T12:31:31,2021-02-26T12:31:31.639699,47,496,2021-02-05T11:10:09.817498,,"2021-02-25 02:30:12.501057",NULL,"2021-02-26 06:00:07","2021-02-26 18:01:31"
4384,2021-02-24T21:00:12.555021,,2021-02-26T00:30:13,2021-02-26T12:36:23,2021-02-26T12:36:23.776021,47,511,2021-02-05T11:22:31.148834,,"2021-02-25 02:30:12.555021",NULL,"2021-02-26 06:00:13","2021-02-26 18:06:23"
4385,2021-02-24T21:00:12.464465,2021-02-25T00:30:36,2021-02-26T00:30:18,2021-02-26T12:37:52,2021-02-26T12:37:52.607168,47,471,2021-02-05T10:43:47.128872,,"2021-02-25 02:30:12.464465","2021-02-25 06:00:36","2021-02-26 06:00:18","2021-02-26 18:07:52"
4386,2021-02-24T21:00:07.705456,2021-02-25T23:45:42,2021-02-26T00:30:55,2021-02-26T08:47:55,2021-02-26T08:47:55.055844,46,370,2021-02-01T08:59:52.323307,,"2021-02-25 02:30:07.705456","2021-02-26 05:15:42","2021-02-26 06:00:55","2021-02-26 14:17:55"
4387,2021-02-24T21:00:07.600835,2021-02-26T00:31:14,2021-02-26T00:31:25,2021-02-26T08:43:09,2021-02-26T08:43:09.592604,46,365,2021-02-01T08:56:22.382159,,"2021-02-25 02:30:07.600835","2021-02-26 06:01:14","2021-02-26 06:01:25","2021-02-26 14:13:09"
4388,2021-02-24T21:00:07.558615,2021-02-25T23:58:36,2021-02-26T00:31:39,2021-02-26T08:42:46,2021-02-26T08:42:46.547448,46,363,2021-02-01T08:55:17.178825,,"2021-02-25 02:30:07.558615","2021-02-26 05:28:36","2021-02-26 06:01:39","2021-02-26 14:12:46"
4389,2021-02-24T21:00:07.62136,2021-02-26T00:31:16,2021-02-26T00:31:45,2021-02-26T08:46:10,2021-02-26T08:46:10.098517,46,366,2021-02-01T08:56:59.309419,,"2021-02-25 02:30:07.621360","2021-02-26 06:01:16","2021-02-26 06:01:45","2021-02-26 14:16:10"
4390,2021-02-24T21:00:07.457283,2021-02-26T00:30:20,2021-02-26T00:31:51,2021-02-26T08:41:34,2021-02-26T08:41:34.943199,46,355,2021-02-01T08:41:38.151835,,"2021-02-25 02:30:07.457283","2021-02-26 06:00:20","2021-02-26 06:01:51","2021-02-26 14:11:34"
4391,2021-02-24T21:00:07.769742,2021-02-26T00:31:12,2021-02-26T00:31:59,2021-02-26T08:46:19,2021-02-26T08:46:19.139151,46,374,2021-02-01T09:02:28.412626,,"2021-02-25 02:30:07.769742","2021-02-26 06:01:12","2021-02-26 06:01:59","2021-02-26 14:16:19"
4392,2021-02-24T21:00:07.95708,2021-02-26T00:32:08,2021-02-26T00:32:08,2021-02-26T08:47:18,2021-02-26T08:47:18.608916,46,383,2021-02-01T09:08:32.570936,,"2021-02-25 02:30:07.957080","2021-02-26 06:02:08","2021-02-26 06:02:08","2021-02-26 14:17:18"
4393,2021-02-24T21:00:07.580455,2021-02-26T00:31:18,2021-02-26T00:32:32,2021-02-26T08:43:48,2021-02-26T08:43:48.963111,46,364,2021-02-01T08:55:50.573805,,"2021-02-25 02:30:07.580455","2021-02-26 06:01:18","2021-02-26 06:02:32","2021-02-26 14:13:48"
4394,2021-02-24T21:00:12.445332,2021-02-26T00:32:40,2021-02-26T00:32:44,2021-02-26T12:35:19,2021-02-26T12:35:19.186502,47,470,2021-02-05T10:41:28.303315,,"2021-02-25 02:30:12.445332","2021-02-26 06:02:40","2021-02-26 06:02:44","2021-02-26 18:05:19"
4395,2021-02-24T21:00:07.976166,2021-02-26T00:32:34,2021-02-26T00:32:50,2021-02-26T08:42:26,2021-02-26T08:42:26.793384,46,384,2021-02-01T09:09:18.259923,,"2021-02-25 02:30:07.976166","2021-02-26 06:02:34","2021-02-26 06:02:50","2021-02-26 14:12:26"
4396,2021-02-24T21:00:11.510138,,2021-02-26T00:33:11,2021-02-26T08:31:04,2021-02-26T08:31:04.319395,47,573,2021-02-06T08:37:19.415489,,"2021-02-25 02:30:11.510138",NULL,"2021-02-26 06:03:11","2021-02-26 14:01:04"
4397,2021-02-24T21:00:07.898203,2021-02-26T00:32:45,2021-02-26T00:33:36,2021-02-26T08:44:57,2021-02-26T08:44:57.957904,46,380,2021-02-01T09:06:48.984236,,"2021-02-25 02:30:07.898203","2021-02-26 06:02:45","2021-02-26 06:03:36","2021-02-26 14:14:57"
4398,2021-02-24T21:00:07.53911,2021-02-26T00:33:34,2021-02-26T00:33:47,2021-02-26T08:47:14,2021-02-26T08:47:14.293005,46,362,2021-02-01T08:53:59.497128,,"2021-02-25 02:30:07.539110","2021-02-26 06:03:34","2021-02-26 06:03:47","2021-02-26 14:17:14"
4399,2021-02-24T21:00:11.901864,2021-02-26T00:39:37,2021-02-26T00:39:42,2021-02-26T08:40:53,2021-02-26T08:40:53.519228,47,538,2021-02-05T11:44:07.437905,,"2021-02-25 02:30:11.901864","2021-02-26 06:09:37","2021-02-26 06:09:42","2021-02-26 14:10:53"
4400,2021-02-24T21:00:11.864646,,2021-02-26T00:40:17,2021-02-26T08:28:05,2021-02-26T08:28:05.655673,47,525,2021-02-05T11:30:33.377737,,"2021-02-25 02:30:11.864646",NULL,"2021-02-26 06:10:17","2021-02-26 13:58:05"
4401,2021-02-24T21:00:11.647214,,2021-02-26T00:50:53,2021-02-26T08:33:32,2021-02-26T08:33:32.533063,47,464,2021-02-05T10:25:59.068351,,"2021-02-25 02:30:11.647214",NULL,"2021-02-26 06:20:53","2021-02-26 14:03:32"
4402,2021-02-26T01:05:46.172397,2021-02-26T01:05:46,2021-02-26T01:05:46,2021-02-26T09:00:00,2021-02-26T15:00:08.205106,41,459,2021-02-05T09:00:07.071317,1992-07-28T18:30:00,"2021-02-26 06:35:46.172397","2021-02-26 06:35:46","2021-02-26 06:35:46","2021-02-26 14:30:00"
4402,2021-02-26T01:05:46.172397,2021-02-26T01:05:46,2021-02-26T01:05:46,2021-02-26T09:00:00,2021-02-26T15:00:08.205106,41,459,2021-02-05T09:00:07.071317,1992-07-28T18:30:00,"2021-02-26 06:35:46.172397","2021-02-26 06:35:46","2021-02-26 06:35:46","2021-02-26 14:30:00"
4402,2021-02-26T01:05:46.172397,2021-02-26T01:05:46,2021-02-26T01:05:46,2021-02-26T09:00:00,2021-02-26T15:00:08.205106,41,459,2021-02-05T09:00:07.071317,1992-07-28T18:30:00,"2021-02-26 06:35:46.172397","2021-02-26 06:35:46","2021-02-26 06:35:46","2021-02-26 14:30:00"
4403,2021-02-26T01:05:59.480527,2021-02-26T01:05:59,2021-02-26T01:05:59,2021-02-26T09:00:00,2021-02-26T15:00:08.46905,41,437,2021-02-05T04:04:03.502099,1996-12-31T18:30:00,"2021-02-26 06:35:59.480527","2021-02-26 06:35:59","2021-02-26 06:35:59","2021-02-26 14:30:00"
4403,2021-02-26T01:05:59.480527,2021-02-26T01:05:59,2021-02-26T01:05:59,2021-02-26T09:00:00,2021-02-26T15:00:08.46905,41,437,2021-02-05T04:04:03.502099,1996-12-31T18:30:00,"2021-02-26 06:35:59.480527","2021-02-26 06:35:59","2021-02-26 06:35:59","2021-02-26 14:30:00"
4404,2021-02-26T01:06:27.505108,2021-02-26T01:06:27,2021-02-26T01:06:27,2021-02-26T09:00:00,2021-02-26T15:00:08.553114,41,283,2021-01-05T14:11:13.716919,1996-03-31T18:30:00,"2021-02-26 06:36:27.505108","2021-02-26 06:36:27","2021-02-26 06:36:27","2021-02-26 14:30:00"
4404,2021-02-26T01:06:27.505108,2021-02-26T01:06:27,2021-02-26T01:06:27,2021-02-26T09:00:00,2021-02-26T15:00:08.553114,41,283,2021-01-05T14:11:13.716919,1996-03-31T18:30:00,"2021-02-26 06:36:27.505108","2021-02-26 06:36:27","2021-02-26 06:36:27","2021-02-26 14:30:00"
4404,2021-02-26T01:06:27.505108,2021-02-26T01:06:27,2021-02-26T01:06:27,2021-02-26T09:00:00,2021-02-26T15:00:08.553114,41,283,2021-01-05T14:11:13.716919,1996-03-31T18:30:00,"2021-02-26 06:36:27.505108","2021-02-26 06:36:27","2021-02-26 06:36:27","2021-02-26 14:30:00"
4405,2021-02-26T01:15:44.795615,2021-02-26T01:15:44,2021-02-26T01:15:44,2021-02-26T09:00:00,2021-02-26T15:00:08.626734,41,315,2021-01-24T12:32:24.87994,2001-01-01,"2021-02-26 06:45:44.795615","2021-02-26 06:45:44","2021-02-26 06:45:44","2021-02-26 14:30:00"
4406,2021-02-26T01:35:49.704868,2021-02-26T01:35:49,2021-02-26T01:35:49,2021-02-26T09:15:57,2021-02-26T09:15:57.012371,46,413,2021-02-04T15:46:56.098348,,"2021-02-26 07:05:49.704868","2021-02-26 07:05:49","2021-02-26 07:05:49","2021-02-26 14:45:57"
4407,2021-02-26T01:39:49.650709,2021-02-26T01:39:49,2021-02-26T01:39:49,2021-02-26T12:41:41,2021-02-26T12:41:41.065556,47,495,2021-02-05T11:08:07.450858,,"2021-02-26 07:09:49.650709","2021-02-26 07:09:49","2021-02-26 07:09:49","2021-02-26 18:11:41"
4408,2021-02-24T21:00:11.416427,,2021-02-26T01:50:24,2021-02-26T09:42:15,2021-02-26T09:42:15.952405,47,552,2021-02-05T12:01:11.096272,,"2021-02-25 02:30:11.416427",NULL,"2021-02-26 07:20:24","2021-02-26 15:12:15"
4409,2021-02-24T21:00:11.266949,,2021-02-26T01:51:55,2021-02-26T09:41:58,2021-02-26T09:41:58.682112,47,544,2021-02-05T11:55:15.227652,,"2021-02-25 02:30:11.266949",NULL,"2021-02-26 07:21:55","2021-02-26 15:11:58"
4410,2021-02-26T02:16:38.277211,2021-02-26T02:16:38,2021-02-26T02:16:38,2021-02-26T15:17:08,2021-02-26T15:17:08.389103,47,487,2021-02-05T10:59:01.582131,,"2021-02-26 07:46:38.277211","2021-02-26 07:46:38","2021-02-26 07:46:38","2021-02-26 20:47:08"
4411,2021-02-25T05:37:04.688669,2021-02-25T10:31:09,2021-02-26T02:31:41,2021-02-26T14:30:06,2021-02-26T14:30:06.260354,50,784,2021-02-25T05:37:04.376244,,"2021-02-25 11:07:04.688669","2021-02-25 16:01:09","2021-02-26 08:01:41","2021-02-26 20:00:06"
4412,2021-02-25T05:37:03.629393,,2021-02-26T02:32:15,2021-02-26T14:35:53,2021-02-26T14:35:53.368602,50,754,2021-02-25T05:37:03.434865,,"2021-02-25 11:07:03.629393",NULL,"2021-02-26 08:02:15","2021-02-26 20:05:53"
4413,2021-02-25T05:37:03.735398,,2021-02-26T02:32:36,2021-02-26T14:30:00,2021-02-26T21:00:09.111915,50,757,2021-02-25T05:37:03.523078,,"2021-02-25 11:07:03.735398",NULL,"2021-02-26 08:02:36","2021-02-26 20:00:00"
4414,2021-02-25T10:43:49.344017,2021-02-25T10:46:05,2021-02-26T02:33:40,2021-02-26T14:30:42,2021-02-26T14:30:42.89442,50,859,2021-02-25T10:43:49.317493,,"2021-02-25 16:13:49.344017","2021-02-25 16:16:05","2021-02-26 08:03:40","2021-02-26 20:00:42"
4415,2021-02-25T05:37:03.755851,,2021-02-26T02:34:13,2021-02-26T14:30:52,2021-02-26T14:30:52.812373,50,758,2021-02-25T05:37:03.551542,,"2021-02-25 11:07:03.755851",NULL,"2021-02-26 08:04:13","2021-02-26 20:00:52"
4416,2021-02-25T05:37:03.650659,,2021-02-26T02:34:23,2021-02-26T14:34:59,2021-02-26T14:34:59.74536,50,755,2021-02-25T05:37:03.463358,,"2021-02-25 11:07:03.650659",NULL,"2021-02-26 08:04:23","2021-02-26 20:04:59"
4417,2021-02-25T05:37:04.329029,2021-02-25T10:32:20,2021-02-26T02:35:36,2021-02-26T14:29:10,2021-02-26T14:29:10.602123,50,772,2021-02-25T05:37:04.001382,,"2021-02-25 11:07:04.329029","2021-02-25 16:02:20","2021-02-26 08:05:36","2021-02-26 19:59:10"
4418,2021-02-25T05:37:05.963079,2021-02-25T09:42:14,2021-02-26T02:36:44,2021-02-26T14:34:05,2021-02-26T14:34:05.797512,50,820,2021-02-25T05:37:05.509854,,"2021-02-25 11:07:05.963079","2021-02-25 15:12:14","2021-02-26 08:06:44","2021-02-26 20:04:05"
4419,2021-02-25T05:37:04.181482,2021-02-25T13:52:39,2021-02-26T02:37:52,2021-02-26T14:33:53,2021-02-26T14:33:53.029966,50,768,2021-02-25T05:37:03.878568,,"2021-02-25 11:07:04.181482","2021-02-25 19:22:39","2021-02-26 08:07:52","2021-02-26 20:03:53"
4420,2021-02-25T05:37:04.167676,2021-02-25T10:32:34,2021-02-26T02:40:00,2021-02-26T14:29:03,2021-02-26T14:29:03.030811,50,767,2021-02-25T05:37:03.848891,,"2021-02-25 11:07:04.167676","2021-02-25 16:02:34","2021-02-26 08:10:00","2021-02-26 19:59:03"
4421,2021-02-25T05:37:02.938327,,2021-02-26T02:40:08,2021-02-26T14:33:00,2021-02-26T14:33:00.91858,50,733,2021-02-25T05:37:02.77631,,"2021-02-25 11:07:02.938327",NULL,"2021-02-26 08:10:08","2021-02-26 20:03:00"
4422,2021-02-25T05:37:04.293242,2021-02-26T02:41:34,2021-02-26T02:41:34,2021-02-26T14:30:00,2021-02-26T21:00:09.158416,50,771,2021-02-25T05:37:03.969871,,"2021-02-25 11:07:04.293242","2021-02-26 08:11:34","2021-02-26 08:11:34","2021-02-26 20:00:00"
4423,2021-02-25T05:37:02.91306,,2021-02-26T02:41:58,2021-02-26T14:32:06,2021-02-26T14:32:06.300433,50,732,2021-02-25T05:37:02.748089,,"2021-02-25 11:07:02.913060",NULL,"2021-02-26 08:11:58","2021-02-26 20:02:06"
4424,2021-02-25T05:37:03.050608,,2021-02-26T02:42:18,2021-02-26T14:32:31,2021-02-26T14:32:31.745738,50,737,2021-02-25T05:37:02.89894,,"2021-02-25 11:07:03.050608",NULL,"2021-02-26 08:12:18","2021-02-26 20:02:31"
4425,2021-02-24T21:00:11.285826,,2021-02-26T02:51:41,2021-02-26T11:30:00,2021-02-26T18:00:08.174946,47,545,2021-02-05T11:55:45.325097,,"2021-02-25 02:30:11.285826",NULL,"2021-02-26 08:21:41","2021-02-26 17:00:00"
4426,2021-02-26T02:58:27.649006,2021-02-26T02:58:27,2021-02-26T02:58:27,2021-02-26T15:00:00,2021-02-26T21:00:09.20438,38,690,2021-02-17T09:48:16.089108,,"2021-02-26 08:28:27.649006","2021-02-26 08:28:27","2021-02-26 08:28:27","2021-02-26 20:30:00"
4427,2021-02-26T03:00:54.045226,2021-02-26T03:00:54,2021-02-26T03:00:54,2021-02-26T15:00:00,2021-02-26T21:00:09.244106,38,689,2021-02-17T09:48:16.056347,,"2021-02-26 08:30:54.045226","2021-02-26 08:30:54","2021-02-26 08:30:54","2021-02-26 20:30:00"
4428,2021-02-24T21:00:14.444371,2021-02-25T03:06:27,2021-02-26T03:01:43,2021-02-26T15:02:58,2021-02-26T15:02:58.140647,38,684,2021-02-17T09:48:15.882843,,"2021-02-25 02:30:14.444371","2021-02-25 08:36:27","2021-02-26 08:31:43","2021-02-26 20:32:58"
4429,2021-02-24T21:00:14.407973,,2021-02-26T03:07:59,2021-02-26T14:51:34,2021-02-26T14:51:34.575598,38,682,2021-02-17T09:48:15.821664,,"2021-02-25 02:30:14.407973",NULL,"2021-02-26 08:37:59","2021-02-26 20:21:34"
4430,2021-02-26T03:09:36.862032,2021-02-26T03:15:21,2021-02-26T03:15:41,2021-02-26T15:30:00,2021-02-26T22:00:06.000671,50,819,2021-02-25T05:37:05.467258,,"2021-02-26 08:39:36.862032","2021-02-26 08:45:21","2021-02-26 08:45:41","2021-02-26 21:00:00"
4431,2021-02-24T21:00:09.780809,2021-02-24T21:00:09,2021-02-26T03:19:57,2021-02-26T12:35:00,2021-02-26T12:35:00.184749,46,578,2021-02-08T11:02:36.22646,,"2021-02-25 02:30:09.780809","2021-02-25 02:30:09","2021-02-26 08:49:57","2021-02-26 18:05:00"
4432,2021-02-24T21:00:09.591599,2021-02-26T03:23:08,2021-02-26T03:23:30,2021-02-26T12:31:14,2021-02-26T12:31:14.681647,46,387,2021-02-01T09:18:50.479981,,"2021-02-25 02:30:09.591599","2021-02-26 08:53:08","2021-02-26 08:53:30","2021-02-26 18:01:14"
4433,2021-02-26T03:25:18.613116,2021-02-26T03:25:18,2021-02-26T03:25:18,2021-02-26T15:29:07,2021-02-26T15:29:07.386286,47,486,2021-02-05T10:58:07.031779,,"2021-02-26 08:55:18.613116","2021-02-26 08:55:18","2021-02-26 08:55:18","2021-02-26 20:59:07"
4434,2021-02-26T03:09:36.845822,,2021-02-26T03:26:41,2021-02-26T15:30:00,2021-02-26T22:00:05.967933,50,818,2021-02-25T05:37:05.421193,,"2021-02-26 08:39:36.845822",NULL,"2021-02-26 08:56:41","2021-02-26 21:00:00"
4435,2021-02-24T21:00:10.940426,2021-02-24T21:00:10,2021-02-26T03:26:44,2021-02-26T11:31:23,2021-02-26T11:31:23.79032,47,485,2021-02-05T10:57:36.750883,,"2021-02-25 02:30:10.940426","2021-02-25 02:30:10","2021-02-26 08:56:44","2021-02-26 17:01:23"
4436,2021-02-24T21:00:09.74325,2021-02-26T03:26:39,2021-02-26T03:26:53,2021-02-26T12:37:03,2021-02-26T12:37:03.957347,46,398,2021-02-01T10:05:38.101622,,"2021-02-25 02:30:09.743250","2021-02-26 08:56:39","2021-02-26 08:56:53","2021-02-26 18:07:03"
4437,2021-02-26T03:08:29.799269,,2021-02-26T03:27:03,2021-02-26T15:30:00,2021-02-26T22:00:05.818499,50,809,2021-02-25T05:37:05.146014,,"2021-02-26 08:38:29.799269",NULL,"2021-02-26 08:57:03","2021-02-26 21:00:00"
4438,2021-02-26T03:09:36.81133,,2021-02-26T03:27:10,2021-02-26T15:30:00,2021-02-26T22:00:05.908082,50,812,2021-02-25T05:37:05.234624,,"2021-02-26 08:39:36.811330",NULL,"2021-02-26 08:57:10","2021-02-26 21:00:00"
4439,2021-02-24T21:00:09.612001,2021-02-26T03:27:16,2021-02-26T03:27:22,2021-02-26T12:30:59,2021-02-26T12:30:59.575098,46,388,2021-02-01T09:19:33.293195,,"2021-02-25 02:30:09.612001","2021-02-26 08:57:16","2021-02-26 08:57:22","2021-02-26 18:00:59"
